,name,device,train_batch_size,predict_batch_size,train_epochs,lr,criterion,optimizer,scheduler,attack,layers,clean,fgsm,pgd,train_loss,epoch0,epoch1,epoch2,epoch3,epoch4,epoch5,epoch6,epoch7,epoch8,epoch9,epoch10,epoch11,epoch12,epoch13,epoch14,epoch15,epoch16,epoch17,epoch18,epoch19,epoch20,epoch21,epoch22,epoch23,epoch24,epoch25,epoch26,epoch27,epoch28,epoch29,use_gpu,if_scheduler
02/14/2023 21:58,mnist,,120,100,15,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (7, 7), 1, 3, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((64, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, 'relu', False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5684523134231567, 'epoch1': 1.486560912847519, 'epoch2': 1.4818819890022277, 'epoch3': 1.475751416683197, 'epoch4': 1.4745620486736297, 'epoch5': 1.473874885559082, 'epoch6': 1.4718418459892273, 'epoch7': 1.4709178023338318, 'epoch8': 1.4711510117053985, 'epoch9': 1.469943351507187, 'epoch10': 1.4691920158863068, 'epoch11': 1.4687004215717316, 'epoch12': 1.46823100233078, 'epoch13': 1.4677043533325196, 'epoch14': 1.4679193742275238}",0.9876,0.9699,0.9918,0.993,0.9902,0.99,0.9954,0.9941,0.9946,0.9958,0.9948,0.9958,0.9962,0.9956,0.9955,,,,,,,,,,,,,,,,,
02/14/2023 22:03,mnist,,120,100,15,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (7, 7), 1, 3, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 8), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((64, 128, (3, 3), 1, 1, 1, 32), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 64), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 128), 1, None, None, 'relu', False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5824547164440155, 'epoch1': 1.4870220110416412, 'epoch2': 1.4820829627513885, 'epoch3': 1.4758560974597932, 'epoch4': 1.4747964658737183, 'epoch5': 1.4744445087909699, 'epoch6': 1.4720530166625976, 'epoch7': 1.4714712789058686, 'epoch8': 1.471374570131302, 'epoch9': 1.4697658843994141, 'epoch10': 1.4697245864868165, 'epoch11': 1.469272224664688, 'epoch12': 1.4688356778621674, 'epoch13': 1.4686619646549224, 'epoch14': 1.4682902364730834}",0.9808,0.989,0.9893,0.9937,0.993,0.9943,0.9946,0.995,0.9954,0.9947,0.9949,0.9946,0.9954,0.9958,0.9955,,,,,,,,,,,,,,,,,
02/14/2023 21:59,mnist,,120,100,13,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (7, 7), 1, 3, 1, 1), 1, None, None, False, False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 8), 1, None, None, False, True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, None, None, False, True)), ('atc2d', ((64, 128, (3, 3), 1, 1, 1, 32), 1, 'first', (2, 2), False, True)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 64), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 128), 1, None, None, 'relu', False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.684277506828308, 'epoch1': 1.502384927511215, 'epoch2': 1.4935232377052308, 'epoch3': 1.4841955678462981, 'epoch4': 1.4832909717559815, 'epoch5': 1.4820997924804689, 'epoch6': 1.4783809084892272, 'epoch7': 1.4779388284683228, 'epoch8': 1.4770948202610017, 'epoch9': 1.4751080453395844, 'epoch10': 1.475001029729843, 'epoch11': 1.4742789406776429}",0.9812,0.984,0.9852,0.9908,0.9907,0.9903,0.9926,0.9927,0.9928,0.9943,0.9944,0.9945,,,,,,,,,,,,,,,,,,,,
02/14/2023 22:45,mnist,,120,100,13,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (7, 7), 1, 3, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((64, 96, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((96, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((128, 128, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5454563879966736, 'epoch1': 1.4864782733917237, 'epoch2': 1.481843159675598, 'epoch3': 1.4756788225173951, 'epoch4': 1.4748113379478454, 'epoch5': 1.4743924243450164, 'epoch6': 1.4716625392436982, 'epoch7': 1.4704593186378478, 'epoch8': 1.4702819852828979, 'epoch9': 1.4690258078575134, 'epoch10': 1.4685358366966248, 'epoch11': 1.4685714814662933, 'epoch12': 1.467723573923111}",0.9704,0.9811,0.986,0.9931,0.9925,0.9872,0.9954,0.9941,0.9946,0.996,0.9954,0.9955,0.9955,,,,,,,,,,,,,,,,,,,
02/14/2023 22:55,mnist,,120,100,13,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (7, 7), 1, 3, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((64, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((128, 128, (5, 5), 1, 1, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (5, 5), 1, 1, 1, 16), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.4766909790039062, 'epoch1': 1.4756781356334687, 'epoch2': 1.4748443510532379, 'epoch3': 1.4711230654716492, 'epoch4': 1.470534829378128, 'epoch5': 1.4705924603939056, 'epoch6': 1.468662847995758, 'epoch7': 1.4684113149642943, 'epoch8': 1.4678794691562653, 'epoch9': 1.4668448486328125, 'epoch10': 1.4666495351791382, 'epoch11': 1.4666344304084777, 'epoch12': 1.4661580364704132}",0.9854,0.9931,0.99,0.9957,0.9949,0.9947,0.9959,0.9945,0.9953,0.9956,0.9953,0.9955,0.996,,,,,,,,,,,,,,,,,,,
02/14/2023 23:55,mnist,,120,100,15,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (9, 9), 1, 4, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((64, 96, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((96, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((128, 128, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5455328795909882, 'epoch1': 1.4882178201675416, 'epoch2': 1.4828158431053162, 'epoch3': 1.4764132206439973, 'epoch4': 1.4750334460735322, 'epoch5': 1.4752120299339295, 'epoch6': 1.4714216220378875, 'epoch7': 1.4710942223072052, 'epoch8': 1.4710381724834443, 'epoch9': 1.4692721145153045, 'epoch10': 1.4690896317958833, 'epoch11': 1.4685724430084228, 'epoch12': 1.4676628971099854, 'epoch13': 1.467334976911545, 'epoch14': 1.467447940826416}",0.9727,0.9804,0.9845,0.9895,0.9919,0.9924,0.9951,0.9951,0.9947,0.995,0.9958,0.9953,0.9953,0.996,0.9959,,,,,,,,,,,,,,,,,
02/14/2023 23:56,mnist,,120,100,15,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (7, 7), 1, 3, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((64, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((128, 128, (5, 5), 1, 1, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (5, 5), 1, 1, 1, 16), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.475494673013687, 'epoch1': 1.4757192454338073, 'epoch2': 1.474925627708435, 'epoch3': 1.4707235758304595, 'epoch4': 1.4702723479270936, 'epoch5': 1.4707891571521758, 'epoch6': 1.4685129170417786, 'epoch7': 1.4679664659500122, 'epoch8': 1.4678531947135924, 'epoch9': 1.4668949344158173, 'epoch10': 1.4665653278827668, 'epoch11': 1.466549664735794, 'epoch12': 1.4659021906852723, 'epoch13': 1.4657320926189423, 'epoch14': 1.4657712590694427}",0.9899,0.9932,0.9918,0.995,0.9948,0.9943,0.9955,0.9958,0.9956,0.996,0.9961,0.9951,0.9958,0.9962,0.9966,,,,,,,,,,,,,,,,,
02/15/2023 01:22,mnist,,120,100,15,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (7, 7), 1, 3, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((64, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.537353387117386, 'epoch1': 1.4847854011058808, 'epoch2': 1.4813629665374757, 'epoch3': 1.4748252770900727, 'epoch4': 1.4745992722511292, 'epoch5': 1.4739875047206878, 'epoch6': 1.4713324453830718, 'epoch7': 1.4704081749916076, 'epoch8': 1.4705121221542359, 'epoch9': 1.469049486398697, 'epoch10': 1.4687141377925872, 'epoch11': 1.4685154962539673, 'epoch12': 1.4678544473648072, 'epoch13': 1.4675351014137268, 'epoch14': 1.4675256316661835}",0.9721,0.9859,0.9882,0.9921,0.992,0.9924,0.9946,0.9951,0.9935,0.9955,0.9955,0.9958,0.9958,0.9959,0.9954,,,,,,,,,,,,,,,,,
02/15/2023 01:03,mnist,,120,100,15,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (3, 3), 1, 1, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((64, 96, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((96, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((128, 128, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5459780349731445, 'epoch1': 1.4846182425022125, 'epoch2': 1.4803839056491852, 'epoch3': 1.474710643529892, 'epoch4': 1.4737425363063812, 'epoch5': 1.4733321487903595, 'epoch6': 1.4706149318218231, 'epoch7': 1.4705284235477447, 'epoch8': 1.470246007680893, 'epoch9': 1.468716944694519, 'epoch10': 1.4681732165813446, 'epoch11': 1.4678258502483368, 'epoch12': 1.467232688188553, 'epoch13': 1.4669678280353546, 'epoch14': 1.466883552312851}",0.9856,0.9882,0.9887,0.9935,0.9934,0.9929,0.9955,0.9948,0.9947,0.9953,0.9962,0.9954,0.9961,0.9965,0.9965,,,,,,,,,,,,,,,,,
02/15/2023 01:41,mnist,,120,100,15,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 20, (3, 3), 1, 1, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((20, 40, (3, 3), 1, 1, 1, 20), 1, None, None, 'relu', True)), ('atc2d', ((40, 80, (3, 3), 1, 1, 1, 20), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((80, 260, (3, 3), 1, 1, 1, 20), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((260, 260, (3, 3), 1, 0, 1, 20), 1, None, None, 'relu', False)), ('cnn2d', ((260, 260, (3, 3), 1, 0, 1, 20), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (260, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5188229129314423, 'epoch1': 1.4831051714420318, 'epoch2': 1.4786926743984223, 'epoch3': 1.4735548551082611, 'epoch4': 1.4729494466781616, 'epoch5': 1.4727515034675598, 'epoch6': 1.4705213975906373, 'epoch7': 1.4698791296482085, 'epoch8': 1.4695019295215608, 'epoch9': 1.4680927352905273, 'epoch10': 1.4675557613372803, 'epoch11': 1.467856858253479, 'epoch12': 1.4666105690002442, 'epoch13': 1.466607782125473, 'epoch14': 1.4662843112945556}",0.9852,0.9846,0.9863,0.9931,0.9945,0.9941,0.9941,0.9943,0.9943,0.9949,0.9947,0.9955,0.9957,0.9952,0.9963,,,,,,,,,,,,,,,,,
02/15/2023 01:43,mnist,,120,100,20,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (3, 3), 1, 1, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((64, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((128, 128, (5, 5), 1, 1, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (5, 5), 1, 1, 1, 16), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.522972055196762, 'epoch1': 1.4820572638511658, 'epoch2': 1.4783166301250459, 'epoch3': 1.4735164108276366, 'epoch4': 1.4727131435871124, 'epoch5': 1.4721620140075684, 'epoch6': 1.469926795244217, 'epoch7': 1.4696388130187987, 'epoch8': 1.4692850425243378, 'epoch9': 1.4679976613521577, 'epoch10': 1.4675969760417937, 'epoch11': 1.4674622895717622, 'epoch12': 1.4669925351142883, 'epoch13': 1.4667008817195892, 'epoch14': 1.4666216917037964, 'epoch15': 1.4664808275699615, 'epoch16': 1.4663082139492034, 'epoch17': 1.4662723214626312, 'epoch18': 1.466286761522293, 'epoch19': 1.466024730682373}",0.9874,0.9913,0.9917,0.9929,0.9927,0.9932,0.9956,0.9956,0.995,0.9958,0.996,0.9956,0.9959,0.9958,0.9963,0.9962,0.9969,0.996,0.9962,0.9961,,,,,,,,,,,,
02/15/2023 08:53,mnist,,120,100,15,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (3, 3), 1, 1, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', False)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', False)), ('atc2d', ((64, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', False)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5355422184467316, 'epoch1': 1.4842328858375549, 'epoch2': 1.4797782034873963, 'epoch3': 1.474741583108902, 'epoch4': 1.4739168798923492, 'epoch5': 1.4734194757938386, 'epoch6': 1.4705570151805878, 'epoch7': 1.47042240357399, 'epoch8': 1.4703088824748993, 'epoch9': 1.4687305374145507, 'epoch10': 1.4687084021568297, 'epoch11': 1.4685106675624848, 'epoch12': 1.4678843910694122, 'epoch13': 1.4680392928123474, 'epoch14': 1.4675989654064179}",0.9839,0.9793,0.9894,0.994,0.9919,0.9951,0.9952,0.9956,0.9953,0.9961,0.9961,0.9965,0.9966,0.9964,0.9963,,,,,,,,,,,,,,,,,
02/15/2023 08:45,mnist,,120,100,20,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (3, 3), 1, 1, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((64, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((128, 128, (5, 5), 1, 1, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (5, 5), 1, 0, 1, 16), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5153745551109314, 'epoch1': 1.4823915717601777, 'epoch2': 1.4780472457408904, 'epoch3': 1.4729217603206635, 'epoch4': 1.471993982553482, 'epoch5': 1.471783584356308, 'epoch6': 1.4694432413578034, 'epoch7': 1.4691030611991882, 'epoch8': 1.4685592341423035, 'epoch9': 1.4670131487846374, 'epoch10': 1.466755373239517, 'epoch11': 1.4665429692268372, 'epoch12': 1.466106852054596, 'epoch13': 1.4657735376358032, 'epoch14': 1.4655926053524018, 'epoch15': 1.4657494435310363, 'epoch16': 1.4654345829486848, 'epoch17': 1.465540343284607, 'epoch18': 1.4654377179145812, 'epoch19': 1.4652445092201234}",0.9896,0.9898,0.9906,0.994,0.9933,0.9939,0.9948,0.9959,0.9948,0.9951,0.9957,0.9953,0.996,0.996,0.9962,0.9962,0.9962,0.9963,0.9961,0.9965,,,,,,,,,,,,
02/15/2023 08:44,mnist,,120,100,20,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 20, (3, 3), 1, 1, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((20, 40, (3, 3), 1, 1, 1, 20), 1, None, None, 'relu', True)), ('atc2d', ((40, 80, (3, 3), 1, 1, 1, 20), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((80, 160, (3, 3), 1, 1, 1, 20), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((160, 160, (3, 3), 1, 0, 1, 20), 1, None, None, 'relu', False)), ('cnn2d', ((160, 160, (3, 3), 1, 0, 1, 20), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (160, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5327535178661347, 'epoch1': 1.4833570783138275, 'epoch2': 1.479328497648239, 'epoch3': 1.4736606016159057, 'epoch4': 1.4734670770168306, 'epoch5': 1.4730132913589478, 'epoch6': 1.4703644030094147, 'epoch7': 1.4702861905097961, 'epoch8': 1.4697747733592987, 'epoch9': 1.4684399163722992, 'epoch10': 1.4683826129436492, 'epoch11': 1.4679851987361907, 'epoch12': 1.4672181656360626, 'epoch13': 1.4668910689353942, 'epoch14': 1.46706649017334, 'epoch15': 1.4669600434303283, 'epoch16': 1.4665839862823487, 'epoch17': 1.466638010263443, 'epoch18': 1.466658094882965, 'epoch19': 1.46659015250206}",0.9887,0.9851,0.9904,0.9931,0.9926,0.9941,0.9944,0.9953,0.9956,0.9964,0.9962,0.9965,0.9968,0.9967,0.9968,0.9964,0.9968,0.9967,0.9969,0.9968,,,,,,,,,,,,
02/15/2023 09:38,mnist,,120,100,15,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (3, 3), 1, 1, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((64, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, 'relu', False)), ('linear', (1152, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5214957988262177, 'epoch1': 1.481231422662735, 'epoch2': 1.4778277459144593, 'epoch3': 1.473084980726242, 'epoch4': 1.471988652229309, 'epoch5': 1.4718032438755035, 'epoch6': 1.4693565819263459, 'epoch7': 1.4691481935977935, 'epoch8': 1.469133043527603, 'epoch9': 1.4678676149845122, 'epoch10': 1.467498081445694, 'epoch11': 1.4674479761123658, 'epoch12': 1.4666832571029662, 'epoch13': 1.466529676914215, 'epoch14': 1.4662920651435851}",0.9876,0.987,0.9907,0.9938,0.9921,0.994,0.9953,0.9946,0.9953,0.996,0.9954,0.9961,0.9962,0.9959,0.9958,,,,,,,,,,,,,,,,,
02/15/2023 09:37,mnist,,120,100,20,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 16, (3, 3), 1, 1, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((16, 32, (3, 3), 1, 1, 1, 16), 1, None, None, 'relu', True)), ('atc2d', ((32, 64, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((64, 128, (3, 3), 1, 1, 1, 16), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, 'relu', False)), ('cnn2d', ((128, 128, (3, 3), 1, 0, 1, 16), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (128, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5253046865463258, 'epoch1': 1.481641352891922, 'epoch2': 1.478150782585144, 'epoch3': 1.4724780051708222, 'epoch4': 1.471785969734192, 'epoch5': 1.4724471166133881, 'epoch6': 1.4695198373794556, 'epoch7': 1.4688875031471254, 'epoch8': 1.4692457571029662, 'epoch9': 1.46751895070076, 'epoch10': 1.4670683143138885, 'epoch11': 1.4669951508045196, 'epoch12': 1.4664999792575837, 'epoch13': 1.466369136095047, 'epoch14': 1.4660760645866393, 'epoch15': 1.4660051729679107, 'epoch16': 1.4657393050193788, 'epoch17': 1.4656981301307679, 'epoch18': 1.4656289999485015, 'epoch19': 1.465690292596817}",0.9799,0.9875,0.9876,0.9951,0.994,0.9942,0.9946,0.9951,0.9942,0.9961,0.9961,0.996,0.9957,0.9964,0.996,0.9958,0.9961,0.9957,0.9967,0.9962,,,,,,,,,,,,
02/15/2023 09:39,mnist,,120,100,20,0.001,CE,Adam,multistep3,,"[('cnn2d', ((1, 20, (3, 3), 1, 1, 1, 1), 1, None, None, 'relu', False)), ('atc2d', ((20, 40, (3, 3), 1, 1, 1, 20), 1, None, None, 'relu', True)), ('atc2d', ((40, 80, (3, 3), 1, 1, 1, 20), 1, 'first', (2, 2), 'relu', True)), ('atc2d', ((80, 160, (3, 3), 1, 1, 1, 20), 1, 'first', (2, 2), 'relu', True)), ('cnn2d', ((160, 160, (3, 3), 1, 0, 1, 20), 1, None, None, 'relu', False)), ('cnn2d', ((160, 160, (3, 3), 1, 0, 1, 20), 1, None, None, False, False)), ('adptavgpool', (1, 1)), ('linear', (160, 10, (1, 2, 3))), ('softmax', 1)]",,,,"{'epoch0': 1.5323547637462616, 'epoch1': 1.483900780439377, 'epoch2': 1.4798217062950134, 'epoch3': 1.4744349076747894, 'epoch4': 1.4734198396205902, 'epoch5': 1.473227058172226, 'epoch6': 1.4708555948734283, 'epoch7': 1.4701352252960205, 'epoch8': 1.469886970758438, 'epoch9': 1.4685615637302398, 'epoch10': 1.4679373936653137, 'epoch11': 1.4680639793872834, 'epoch12': 1.4673435072898864, 'epoch13': 1.4671470017433166, 'epoch14': 1.4670578343868255, 'epoch15': 1.466771669626236, 'epoch16': 1.466401043176651, 'epoch17': 1.4663754990100861, 'epoch18': 1.466493262052536, 'epoch19': 1.4664857096672057}",0.9867,0.9795,0.9887,0.9937,0.9928,0.9954,0.9952,0.9951,0.9965,0.9952,0.9959,0.9965,0.9967,0.9964,0.9965,0.9966,0.9967,0.9966,0.9965,0.9968,,,,,,,,,,,,
