,name,train_batch_size,predict_len,history_len,train_epochs,lr,criterion,use_gpu,if_scheduler,layers,train_loss,epoch0,epoch1,epoch2,epoch3,epoch4,epoch5,epoch6,epoch7,epoch8,epoch9
01/25/2023 12:49,lat,30,1,5,10,0.001,L1,True,True,"[('specific', ((1, 5, 3), 1, 'avg', (1, 1), 'relu')), ('specific', ((5, 15, 3), 1, 'avg', (1, 1), 'relu')), ('linear', (75, 1, (1, 2), 1, (1, 1)))]","{'epoch0': 0.5710261123520988, 'epoch1': 0.47079684904643465, 'epoch2': 0.44349769183567594, 'epoch3': 0.38852688670158386, 'epoch4': 0.3280793534857886, 'epoch5': 0.29169457299368723, 'epoch6': 0.2747895504747118, 'epoch7': 0.26804142338888987, 'epoch8': 0.26440424578530447, 'epoch9': 0.24481617765767233}",,,,,,,,,,
