,name,train_batch_size,predict_len,history_len,train_epochs,lr,criterion,use_gpu,if_scheduler,layers,train_loss,epoch0,epoch1,epoch2,epoch3,epoch4,epoch5,epoch6,epoch7,epoch8,epoch9
01/25/2023 12:48,wiki_traffic,30,1,5,10,0.001,L1,True,True,"[('specific', ((1, 5, 3), 1, 'avg', (1, 1), 'relu')), ('specific', ((5, 15, 3), 1, 'avg', (1, 1), 'relu')), ('linear', (75, 1, (1, 2), 1, (1, 1)))]","{'epoch0': 6429.633998325893, 'epoch1': 5953.608747209822, 'epoch2': 5775.044084821428, 'epoch3': 5395.218680245535, 'epoch4': 4785.05793108259, 'epoch5': 4265.387137276785, 'epoch6': 3902.9793526785716, 'epoch7': 3727.933837890625, 'epoch8': 3636.5751953125, 'epoch9': 2921.1928362165177}",,,,,,,,,,
